"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a001596","yes",,"yes",,"yes",,"osf.io/tsyrj","yes",,"osf.io/tsyrj","yes",,"yes",
"a001597","yes",,"yes",,"yes",,"osf.io/bjpe3","yes",,"osf.io/bjpe3","yes",,"yes",
"a001598","yes",,"yes",,"yes",,"osf.io/yn5u8","yes",,"osf.io/yn5u8","yes",,"yes",
"a001599","yes",,"yes",,"yes",,"doi.org/10.6078/M7CR5R8Z","yes",,"opencontext.org/projects/23696274-1f6d-44ca-9697-36b9d5e3fe5d","yes",,"partial","202 files required downloading separately"
"a001601","yes",,"yes",,"yes",,"osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3","yes",,"osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3","yes",,"yes",
"a001602","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/PGGBB4","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGGBB4","yes",,"yes",
"a001603","yes",,"yes",,"yes",,"osf.io/e652h","yes",,"osf.io/e652h","yes",,"yes",
"a001604","yes",,"yes",,"yes",,"data.mendeley.com/datasets/wynh7zs2rg/1","yes",,"data.mendeley.com/datasets/wynh7zs2rg/1","yes",,"yes",
"a001605","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/STOQ1Q","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STOQ1Q","yes",,"yes",
"a001606","yes",,"yes",,"yes",,"osf.io/d2ytu","yes",,"osf.io/d2ytu","yes",,"yes",
"a001607","yes",,"yes",,"yes",,"osf.io/bx59f","yes",,"osf.io/bx59f","yes",,"yes",
"a001608","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/BZ9Z2D","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BZ9Z2D","yes",,"yes",
"a001609","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/AGIMGY","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AGIMGY","yes",,"yes",
"a001610","yes",,"yes",,"yes",,"osf.io/8cwgx","yes",,"osf.io/8cwgx","yes",,"yes",
"a001611","yes",,"yes",,"yes",,"osf.io/bdnqr","other","Link auto redirects to GitHub page","crumplab.github.io/EntropyTyping","yes",,"yes",
"a001613","yes",,"yes",,"yes",,"osf.io/4m2bq","yes",,"osf.io/4m2bq","yes",,"yes",
"a001614","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MVGYWG","no","Asks for a login",,,,,
"a001615","yes",,"yes",,"yes",,"osf.io/vj9ts","yes",,"osf.io/vj9ts","yes",,"yes",
"a001618","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/8ZJBLI","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8ZJBLI","yes",,"yes",
"a001619","yes",,"yes",,"yes",,"osf.io/stv79","yes",,"osf.io/stv79","yes",,"yes",
"a001621","yes",,"yes",,"yes",,"dx.doi.org/10.6084/m9.figshare.c.3468495.v2","yes",,"figshare.com/collections/Mental_Representations_of_Welfare_Recipients/3468495/2","yes",,"yes",
"a001622","yes",,"yes",,"yes",,"osf.io/yiupc","yes",,"osf.io/yiupc","yes",,"yes",
"a001623","yes",,"yes",,"yes",,"osf.io/vjwsg","yes",,"osf.io/vjwsg","yes",,"yes",
"a001624","yes",,"yes",,"yes",,"osf.io/xqvkb","yes",,"osf.io/xqvkb","yes",,"yes",
"a001627","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/QSXDUN","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QSXDUN","yes",,"yes",
"a001628","yes",,"yes",,"yes",,"osf.io/7gy85","yes",,"osf.io/7gy85","yes",,"yes",
"a001628","yes",,"yes",,"yes",,"osf.io/bxj9d","yes",,"osf.io/bxj9d","yes",,"yes",
"a001633","yes",,"yes",,"yes",,"osf.io/xz3ap","yes",,"osf.io/xz3ap","yes",,"partial","Total repo size 39GB - fMRI data for 16 subjects. Downloaded data for 1 subject and code/metadata (1.82GB)"
"a001634","yes",,"yes",,"yes",,"hrsonline.isr.umich.edu","yes",,"hrsonline.isr.umich.edu","other","Registration is required to access files","no",
"a001634","yes",,"yes",,"yes",,"midus.colectica.org","yes",,"midus.colectica.org/Account/Login","other","Login required, no indication of whether files available","no",
"a001635","yes",,"yes",,"yes",,"osf.io/psfwz","yes",,"osf.io/psfwz","yes",,"yes",
"a001637","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/KYI9AR","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KYI9AR","yes",,"yes",
"a001639","yes",,"yes",,"yes",,"osf.io/hekts","yes",,"osf.io/hekts","yes",,"yes",
"a001640","yes",,"yes",,"yes",,"osf.io/t43sb","yes",,"osf.io/t43sb","yes",,"yes",
"a001641","yes",,"yes",,"yes",,"osf.io/2xg9u","yes",,"osf.io/2xg9u","yes",,"yes",
"a001642","yes",,"yes",,"yes",,"osf.io/nquws/files","yes",,"osf.io/nquws/files","yes",,"yes",
"a001644","yes",,"yes",,"yes",,"osf.io/f54qe","yes",,"osf.io/f54qe","yes",,"yes",
"a001645","yes",,"yes",,"yes",,"osf.io/bpwf8","yes",,"osf.io/bpwf8","yes",,"yes",
"a001646","yes",,"yes",,"yes",,"osf.io/83v4u","yes",,"osf.io/83v4u","yes",,"yes",
"a001647","yes",,"yes",,"yes",,"osf.io/vhcu8","yes",,"osf.io/vhcu8","yes",,"yes",
"a001648","yes",,"yes",,"yes",,"osf.io/2qncf","yes",,"osf.io/2qncf","yes",,"yes",
"a001649","yes",,"yes",,"yes",,"osf.io/5qd94","yes",,"osf.io/5qd94","yes",,"yes",
"a001651","yes",,"yes",,"yes",,"osf.io/mw3rb","yes",,"osf.io/mw3rb","yes",,"yes",
"a001653","yes",,"yes",,"yes",,"osf.io/5t0b7","yes",,"osf.io/5t0b7","yes",,"yes",
"a001654","yes",,"yes",,"yes",,"figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911","yes",,"figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911","yes",,"yes",
"a001655","yes",,"yes",,"yes",,"osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80","yes",,"osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80","yes",,"yes",
"a001658","yes",,"yes",,"yes",,"dx.doi.org/10.17605/OSF.IO/MGBVC","yes",,"osf.io/mgbvc","yes",,"yes",
"a001659","yes",,"yes",,"yes",,"osf.io/yedsz","yes",,"osf.io/yedsz","yes",,"yes",
"a001660","yes",,"yes",,"yes",,"osf.io/nqas7","yes",,"osf.io/nqas7","yes",,"yes",
"a001661","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/WPKTKJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPKTKJ","yes",,"yes",
"a001662","yes",,"yes",,"yes",,"osf.io/qwy4b","yes",,"osf.io/qwy4b","yes",,"yes",
"a001663","yes",,"yes",,"yes",,"osf.io/ceqth","yes",,"osf.io/ceqth","yes",,"yes",
